SNO,Product_Variant,VOLUME,Price,BRAND,COUNTRY,Coutry of origin,Main_Category,Sub_Category,Sub_Sub_Category,SIZE,TYPES,Description
1220,CLOVELY ESTATE NEBBIOLO_750ML,750,2400,CLOVELY ESTATE,AUSTRALIA,Imported,Wine,imported,Red Wine,750ML,RED WINE," An intense vinous
bouquet is typical of this wine, as well as lively red colour, balanced notes
and dry, savoury and slightly tannic flavours.,  An intense vinous
bouquet is typical of this wine, as well as lively red colour, balanced notes
and dry, savoury and slightly tannic flavours."
1221,CLOVELY ESTATE PETIT VERDOT RED_750ML,750,2400,CLOVELY ESTATE,AUSTRALIA,Imported,Wine,imported,Red Wine,750ML,RED WINE,"The
palate is seamless, displaying superb fruit intensity with fine tannins
supporting a long elegant structure., The
palate is seamless, displaying superb fruit intensity with fine tannins
supporting a long elegant structure."
1222,COCKBURNS SPECIAL RESERVE PORT_750ML,750,3770,COCKBURNS,PORTUGAL,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Italy-
Very fragrant with a grape and bitters aroma. Strong citrus entry and a fruity
grape midpalate; rounds out with pink grapefruit and oranges. Fruity aperitif
that tastes sublime on the rocks, but also compliments cocktails very well.<o:p></o:p>, Created
in Torino, Cinzano Rosso is the original of Cinzano’s vermouth portfolio. Its
amber colour reflects the product’s rich infusion of herbs and spices, while
representing its prestige and quality. It is the perfect ingredient for
cocktails thanks to its delicate, yet persistent aftertaste and can be served
neat or with a splash of soda., Appearance: Amber.<o:p></o:p>, Nose: An aromatic mix of vanilla and black cherry, with a
hint of creamy caramel.<o:p></o:p>, Taste: Smooth, with a subtle hint of initial sweetness,
opening to spices and complex bitterness, before a botanical finish of
Artemisia."
1223,COMTE TOLOSAN JE SUJS A BOIRE COT_750ML,750,2150,COMTE,FRANCE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Civ &amp;
Civ"" Amabile, Lambrusco<span style=""background-image: initial;  Di Modena DOC - semi-sweet red wine, which is a blend
of four grape varieties, varieties of Lambrusco: Salamis Grasparossa, Merani
and Maestra. All the grapes grown in the province of Modena, Emilia-Romagna
(Northern Italy). The wine shows a harmonious, fresh style and surprise
invigorating taste with sparkling pearlashes and light aroma., The
wine has a lively and persistent perlage. It is bright ruby-red, and has a
lightly fruity and vinous bouquet. On the palate, it is semi-sweet,
well-balanced, lively and very appealing, with the inviting flavour of freshly
picked grapes."
1224,CONCHA Y TORO FRONTERA MERLOT_750ML,750,1730,CONCHA,CHILE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Perfect
blend of Syrah, Mourvedre and Grenache: Clos du Phoenix Cuvee de la Citadelle
is popular among wine lovers for its light and fruity taste. It blends the
strength of the Syrah and lightness of the Mourvedre expressing the warmth of
Lebanese wines., Smooth
and tight wine with lots of red fruit.  Ruby red colour. Very
easy-to-drink wine, with nose of small, ripe red berries and some hints of
black pepper. Pleasant with a smooth, supple texture and soft tannins.
Frivolous evolution with a lot of fruitiness at the end.  Delicious and
perfect with charcuterie, grilled Mediterranean fish or even fresh cheese
with some spicy peppers."
1225,CONDE VALDEMAR TEMPRANILLO_750ML,750,2500,CONDE VALDEMAR,SPAIN,Imported,Wine,imported,Red Wine,750ML,RED WINE,"This
wine comes from a specific soil. The soil in the region of Batroun suits
perfectly this grape variety. It reveals the splendor of the wine, a delight
for connoisseurs. A rich and powerful wine with incomparable elegance. A wine
to be enjoyed for the next 15 years., This
wine comes from a specific soil. The soil in the region of Batroun suits
perfectly this grape variety. It reveals the splendor of the wine, a delight
for connoisseurs. A rich and powerful wine with incomparable elegance. A wine
to be enjoyed for the next 15 years."
1226,CONOSUR BICICLETA CABERNET SAUVIGNON_750ML,750,1700,CONOSUR,CHILE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Cherry, wild strawberry,
soft spice, sublet oak &amp; silky tannins."
1227,CONOSUR BICICLETA PINOT NOIR_750ML,750,1850,CONOSUR,CHILE,Imported,Wine,imported,Red Wine,750ML,RED WINE,
1228,CONOSUR TOCORNAL MERLOT_750ML,750,1650,CONOSUR,CHILE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Petit Verdot ripens late in
the season, and while it struggles to reach maturity in the cool conditions of
its origin in Bordeaux, it thrives in the warmer climate of the South Burnett.
Our Petit Verdot vines are capable of producing dense, full-bodied wines that
are as satisfying as they are elegant, and that will compete with the best in
the world., Intense dark plum in colour
with aromas of violets and dark berries intertwined with a chalky/earthy
complexity. The wine is bold yet floral notes carry the palate. Very well
balanced, firm yet silky tannins prevail on the palate with a touch of spice
and minerality on the finish."
1229,COSECHA TARAPACA CABERNET SAUVIGNON_750ML,750,1850,COSECHA TARAPACA,CHILE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Garnet
red colour. A youthful nose packed with rich and concentrated aromas of red
fruits, predominantly red cherry and hints of plums and strawberry."
1230,COSECHA TARAPACA MERLOT_750ML,750,1850,COSECHA TARAPACA,CHILE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"The
grapes are vinified at cold temperature in vat. At the end of the alcoholic
fermentation, we separate the wine and re insert the first squeeze to add
volume. There is no maceration. The wine is bottled after a few months in vats.
Light filtration to preserve the fruitiness., Grown
and vinified her, he gives light and fresh wines with Morello cherry notes. A
great wine to share! Best served between 16 and 17°C maximum. Ideal for meats
and grills."
1231,COTES CATALANES R CABERNET SAUVIGNON_750ML,750,1750,COTES CATALANES,FRANCE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Fascinated by Wine with
quality color, body, aroma and flavor, also that you love to highlight the
flavors of certain foods in the company of a delicious glass of Wine. And
well. This is what you were looking for so much. Enjoy its unique flavor
with friends and family on special occasions, in the company of delicious
cheeses, red meats, fish or however you prefer., Fascinated by Wine with
quality color, body, aroma and flavor, also that you love to highlight the
flavors of certain foods in the company of a delicious glass of Wine. And
well. This is what you were looking for so much. Enjoy its unique flavor
with friends and family on special occasions, in the company of delicious
cheeses, red meats, fish or however you prefer."
1232,COTES CATALANES R MERLOT_750ML,750,1750,COTES CATALANES,FRANCE,Imported,Wine,imported,Red Wine,750ML,,"Made
from own family vineyards. A 100% Tempranillo. Attractive and very bright red
cherry colour. On the nose, it shows an intense aroma to forest fruits and
blackberries., Made
from own family vineyards. A 100% Tempranillo. Attractive and very bright red
cherry colour. On the nose, it shows an intense aroma to forest fruits and
blackberries."
1233,CRIOS CABERNET SAUVIGNON_750ML,750,3650,CRIOS,ARGENTINA,Imported,Wine,imported,Red Wine,750ML,RED WINE,"It is deep ruby in the
glass, with aromas of cassis, black cherry and raspberry. You
will taste cassis, plum and ripe berry fruit; barrel ageing adds the
toasty and spicy notes of oak., It is deep ruby in the
glass, with aromas of cassis, black cherry and raspberry. You
will taste cassis, plum and ripe berry fruit; barrel ageing adds the
toasty and spicy notes of oak."
1234,CRIOS MALBEC_750ML,750,3895,CRIOS,ARGENTINA,Imported,Wine,imported,Red Wine,750ML,RED WINE,"A nice Chilian pinot noir<span style=""background-image: initial; . High intensity of berry
and cherry aroma on nose. On palate Jam vanilla and little bit spicy at the
end. Almost <strong><span style=""font-weight: normal;"">taste</strong> medium
acidity with rounded tannins., A nice Chilian pinot noir<span style=""background-image: initial; . High intensity of berry
and cherry aroma on nose. On palate Jam vanilla and little bit spicy at the
end. Almost <strong><span style=""font-weight: normal;"">taste</strong> medium
acidity with rounded tannins."
1235,CROZES HERMITAGE DOMAINE DE THALABERT_750ML,750,9900,CROZES HERMITAGE,FRANCE,Imported,Wine,imported,Red Wine,750ML,RED WINE,"A
wine of great typicity and remarkable fruit expression. This wine's colour is
dark and intense. In nose, concentrated notes of black fruit and soft hints of
sweet toasted oak., A
wine of great typicity and remarkable fruit expression. This wine's colour is
dark and intense. In nose, concentrated notes of black fruit and soft hints of
sweet toasted oak."
1236,CUNE RIOJA CRIANZA RED_750ML,750,2400,CUNE RIOJA,SPAIN,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Bold,
with notes of mature red fruits. Medium body with soft tannins, pleasant and
well-balanced."
1237,D ARENBERG FOOTBOLT SHIRAZ MCLAREN VALE_750ML,750,3450,D ARENBERG,AUSTRALIA,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Bold,
with mature red fruit aromas and spicey notes of white pepper. Soft and
balanced, with medium body and ripe tannins."
1238,D ARENBERG LAUGHING MAGPIE SHIRAZ_750ML,750,4350,D ARENBERG,AUSTRALIA,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Grapes, collected at a
perfect maturity, are subject to a rigorous selection. Traditional Vinification
destemmed-thermo-regulated maceration (18-20 °c) of the first drip juices for
two to three weeks., We seek to achieve the ideal balance between the fruit, the
structure, the tannin and the freshness afforded by acidity to guarantee
outstanding ageing potential. Beautiful, deep red with black tints. The nose is
ripe and elegant, with fruit predominating."
1239,D ARENBERG THE DEAD ARM SHIRAZ_750ML,750,7890,D ARENBERG,AUSTRALIA,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Pasta carbonara, pizza, homemade hamburger. Serve around
14°C. Grapes, collected at a perfect maturity, are subject to a rigorous
selection. Traditional Vinification destemmed thermo-regulated maceration
(18-20 °c) of the first drip juices for two to three weeks., The colour of this Merlot is a deep ruby with purple
highlights. The nose is fragrant and spic with notes of cedar and ripe red
fruit. On the palate, roundness and suppleness dominate."
1240,DANTE RIVETTI BARBARESCO BRICCO DI NEIVE RESERVA_750ML,750,8600,DANTE RIVETTI,ITALY,Imported,Wine,imported,Red Wine,750ML,RED WINE,"Susana Balbo founded CRIOS as
a tribute to her children, Jose and Ana. Together, they craft wines to be
enjoyed across generations and to represent values they strive to instill in
their own families. Crios Cabernet Sauvignon signifies the trust in instinct
that was needed to create a Cabernet Sauvignon that could compete on the world
stage., Intense red color with aromas of ripe plum,
cherries and vanilla notes. In the mouth, black fruits, black pepper and
blueberries stand out harmoniously. The ripe and vibrant tannins provide an
elegant structure and a long and persistent ﬁnish."
